FIPS,STATE,COUNTY,POORHLTH,PCP,AIRPOL,RECFAC,FOODHLTH
54033,West Virginia,Harrison,3,1,4,1,1
54035,West Virginia,Jackson,3,4,1,2,2
54037,West Virginia,Jefferson,1,1,3,3,3
54039,West Virginia,Kanawha,2,1,4,1,3
54041,West Virginia,Lewis,3,3,1,1,2
54043,West Virginia,Lincoln,4,4,1,3,4
54045,West Virginia,Logan,4,1,1,3,1
54047,West Virginia,McDowell,4,2,1,3,1
54049,West Virginia,Marion,2,2,3,2,1
54051,West Virginia,Marshall,1,3,3,3,4
54053,West Virginia,Mason,3,3,1,3,2
54055,West Virginia,Mercer,3,2,1,1,1
54057,West Virginia,Mineral,1,3,1,2,4
54059,West Virginia,Mingo,4,3,1,3,1
54061,West Virginia,Monongalia,1,1,3,1,3
54063,West Virginia,Monroe,2,4,1,3,2
54065,West Virginia,Morgan,2,3,4,1,4
54067,West Virginia,Nicholas,3,1,1,2,2
54069,West Virginia,Ohio,1,1,1,2,3
54071,West Virginia,Pendleton,1,1,1,3,3
54073,West Virginia,Pleasants,1,3,1,3,4
54075,West Virginia,Pocahontas,2,4,1,1,4
54077,West Virginia,Preston,1,2,3,3,4
54079,West Virginia,Putnam,2,1,4,2,3
54081,West Virginia,Raleigh,3,1,3,3,1
54083,West Virginia,Randolph,3,1,1,1,2
54085,West Virginia,Ritchie,1,4,1,2,2
54087,West Virginia,Roane,2,3,1,2,3
54089,West Virginia,Summers,4,2,1,3,1
54091,West Virginia,Taylor,3,3,1,3,1
54093,West Virginia,Tucker,2,2,1,1,2
54095,West Virginia,Tyler,1,3,1,3,1
54097,West Virginia,Upshur,2,3,1,3,1
54099,West Virginia,Wayne,4,2,3,2,4
54101,West Virginia,Webster,4,3,1,2,2
54103,West Virginia,Wetzel,2,2,1,1,2
54105,West Virginia,Wirt,1,4,1,3,4
54107,West Virginia,Wood,3,1,4,1,3
54109,West Virginia,Wyoming,4,4,1,3,1
55001,Wisconsin,Adams,3,4,2,4,2
55003,Wisconsin,Ashland,4,1,1,2,4
55005,Wisconsin,Barron,3,1,1,2,1
55007,Wisconsin,Bayfield,2,4,1,2,3
55009,Wisconsin,Brown,3,2,4,2,3
55011,Wisconsin,Buffalo,3,4,1,1,3
55013,Wisconsin,Burnett,3,3,1,2,2
55015,Wisconsin,Calumet,2,4,4,2,3
55017,Wisconsin,Chippewa,1,2,1,2,4
55019,Wisconsin,Clark,2,4,2,4,2
55021,Wisconsin,Columbia,2,2,3,4,4
55023,Wisconsin,Crawford,1,2,2,3,3
55025,Wisconsin,Dane,2,1,2,1,3
55027,Wisconsin,Dodge,1,2,2,3,1
55029,Wisconsin,Door,1,2,4,1,1
55031,Wisconsin,Douglas,4,4,1,2,4
55033,Wisconsin,Dunn,2,3,1,2,2
55035,Wisconsin,Eau Claire,3,1,1,2,4
55037,Wisconsin,Florence,4,4,1,4,3
55039,Wisconsin,Fond du Lac,2,3,4,3,3
55041,Wisconsin,Forest,4,4,1,2,4
55043,Wisconsin,Grant,1,3,2,4,1
55045,Wisconsin,Green,1,3,2,1,1
55047,Wisconsin,Green Lake,4,2,3,1,1
55049,Wisconsin,Iowa,1,3,2,4,4
55051,Wisconsin,Iron,1,4,1,1,2
55053,Wisconsin,Jackson,3,1,2,1,2
55055,Wisconsin,Jefferson,2,4,3,1,1
55057,Wisconsin,Juneau,4,2,2,1,2
55059,Wisconsin,Kenosha,3,4,1,2,3
55061,Wisconsin,Kewaunee,1,4,4,4,4
55063,Wisconsin,La Crosse,3,1,2,2,3
55065,Wisconsin,Lafayette,2,4,2,3,2
55067,Wisconsin,Langlade,4,3,1,1,3
55069,Wisconsin,Lincoln,4,1,1,3,2
55071,Wisconsin,Manitowoc,2,3,4,3,1
55073,Wisconsin,Marathon,1,1,2,3,4
55075,Wisconsin,Marinette,4,3,3,3,2
55077,Wisconsin,Marquette,3,4,2,1,1
55078,Wisconsin,Menominee,3,2,4,4,4
55079,Wisconsin,Milwaukee,4,1,4,3,2
55081,Wisconsin,Monroe,1,2,2,4,2
55083,Wisconsin,Oconto,4,4,4,2,4
55085,Wisconsin,Oneida,3,1,1,1,1
55087,Wisconsin,Outagamie,1,1,4,1,3
55089,Wisconsin,Ozaukee,2,1,2,1,2
55091,Wisconsin,Pepin,4,3,1,4,1
55093,Wisconsin,Pierce,2,3,1,2,4
55095,Wisconsin,Polk,1,1,1,4,1
55097,Wisconsin,Portage,3,3,2,3,1
55099,Wisconsin,Price,4,2,1,4,4
55101,Wisconsin,Racine,2,3,2,3,3
55103,Wisconsin,Richland,3,2,2,4,2
55105,Wisconsin,Rock,4,2,2,3,4
55107,Wisconsin,Rusk,1,3,1,4,3
55109,Wisconsin,St. Croix,1,3,2,2,4
55111,Wisconsin,Sauk,2,1,2,2,1
55113,Wisconsin,Sawyer,2,1,1,4,4
55115,Wisconsin,Shawano,4,2,4,4,2
55117,Wisconsin,Sheboygan,1,3,3,3,3
55119,Wisconsin,Taylor,1,4,1,3,4
55121,Wisconsin,Trempealeau,4,3,2,4,1
55123,Wisconsin,Vernon,1,2,2,4,3
55125,Wisconsin,Vilas,2,2,1,1,2
55127,Wisconsin,Walworth,3,4,2,1,1
55129,Wisconsin,Washburn,4,1,1,3,3
55131,Wisconsin,Washington,1,3,2,1,3
55133,Wisconsin,Waukesha,2,1,3,1,2
55135,Wisconsin,Waupaca,4,2,4,3,1
55137,Wisconsin,Waushara,3,4,3,3,1
55139,Wisconsin,Winnebago,2,2,4,3,4
55141,Wisconsin,Wood,1,1,2,2,2
56001,Wyoming,Albany,2,1,1,1,2
56003,Wyoming,Big Horn,4,3,4,2,4
56005,Wyoming,Campbell,2,3,1,3,1
56007,Wyoming,Carbon,4,4,1,4,3
56009,Wyoming,Converse,1,3,1,2,1
56011,Wyoming,Crook,1,3,4,4,4
56013,Wyoming,Fremont,4,2,1,2,2
56015,Wyoming,Goshen,2,2,1,4,3
56017,Wyoming,Hot Springs,4,1,3,1,1
56019,Wyoming,Johnson,2,1,3,1,3
56021,Wyoming,Laramie,3,2,1,4,4
56023,Wyoming,Lincoln,3,4,3,4,2
56025,Wyoming,Natrona,3,2,1,3,4
56027,Wyoming,Niobrara,1,2,1,1,4
56029,Wyoming,Park,1,1,4,2,2
56031,Wyoming,Platte,2,2,1,4,3
56033,Wyoming,Sheridan,3,4,3,2,3
56035,Wyoming,Sublette,1,1,3,3,4
56037,Wyoming,Sweetwater,4,4,1,3,1
56039,Wyoming,Teton,1,1,3,1,1
56041,Wyoming,Uinta,4,3,1,3,1
56043,Wyoming,Washakie,2,4,4,1,2
56045,Wyoming,Weston,2,4,3,2,2
